"","player1","player2","win1","win2"
"1936","Ekaterina Alexandrova","Laura Siegemund",1,0
"1937","Ekaterina Alexandrova","Lauren Davis",1,0
"1938","Ekaterina Alexandrova","Lesia Tsurenko",0,1
"1939","Ekaterina Alexandrova","Maria Sakkari",1,0
"1940","Ekaterina Alexandrova","Marta Kostyuk",1,0
"1941","Ekaterina Alexandrova","Martina Trevisan",1,0
"1942","Ekaterina Alexandrova","Nadia Podoroska",1,1
"1943","Ekaterina Alexandrova","Ons Jabeur",1,0
"1944","Ekaterina Alexandrova","Sara Errani",1,0
"1945","Ekaterina Alexandrova","Simona Halep",1,1
"1946","Ekaterina Alexandrova","Stefanie Voegele",1,0
"1947","Ekaterina Alexandrova","Tereza Martincova",1,0
"1948","Ekaterina Alexandrova","Venus Williams",1,0
"1949","Ekaterina Alexandrova","Victoria Azarenka",0,1
"1950","Ekaterina Alexandrova","Zarina Diyas",1,0
"1951","Ekaterine Gorgodze","Kristina Kucova",0,1
"1952","Ekaterine Gorgodze","Yulia Putintseva",0,2
"1953","Elena Baltacha","Flavia Pennetta",0,1
"1954","Elena Baltacha","Maria Kirilenko",0,1
"1955","Elena Baltacha","Marina Erakovic",0,1
"1956","Elena Baltacha","Varvara Lepchenko",0,1
"1957","Elena Gabriela Ruse","Elina Svitolina",0,1
"1958","Elena Gabriela Ruse","Jasmine Paolini",1,0
"1959","Elena Gabriela Ruse","Jil Teichmann",2,0
"1960","Elena Gabriela Ruse","Kateryna Baindl",1,0
"1961","Elena Gabriela Ruse","Lesia Tsurenko",0,1
"1962","Elena Gabriela Ruse","Lucia Bronzetti",1,0
"1963","Elena Gabriela Ruse","Mandy Minella",1,0
"1964","Elena Gabriela Ruse","Marketa Vondrousova",0,1
"1965","Elena Gabriela Ruse","Oceane Dodin",1,0
"1966","Elena Gabriela Ruse","Simona Halep",0,1
"1967","Elena Rybakina","Elena Vesnina",1,0
"1968","Elena Rybakina","Elina Svitolina",1,1
"1969","Elena Rybakina","Elise Mertens",1,1
"1970","Elena Rybakina","Elsa Jacquemot",1,0
"1971","Elena Rybakina","Fiona Ferro",0,1
"1972","Elena Rybakina","Garbine Muguruza",1,1
"1973","Elena Rybakina","Harriet Dart",1,0
"1974","Elena Rybakina","Iga Swiatek",0,1
"1975","Elena Rybakina","Jelena Ostapenko",0,1
"1976","Elena Rybakina","Kaia Kanepi",1,0
"1977","Elena Rybakina","Kristina Mladenovic",1,0
"1978","Elena Rybakina","Liudmila Samsonova",0,1
"1979","Elena Rybakina","Lucrezia Stefanini",1,0
"1980","Elena Rybakina","Magda Linette",1,0
"1981","Elena Rybakina","Marketa Vondrousova",0,1
"1982","Elena Rybakina","Nadia Podoroska",1,0
"1983","Elena Rybakina","Nao Hibino",1,0
"1984","Elena Rybakina","Ons Jabeur",0,2
"1985","Elena Rybakina","Paula Badosa",0,1
"1986","Elena Rybakina","Rebecca Peterson",1,0
"1987","Elena Rybakina","Saisai Zheng",1,0
"1988","Elena Rybakina","Samantha Stosur",2,0
"1989","Elena Rybakina","Sara Sorribes Tormo",0,1
"1990","Elena Rybakina","Serena Williams",1,0
"1991","Elena Rybakina","Shelby Rogers",2,0
"1992","Elena Rybakina","Simona Halep",0,1
"1993","Elena Rybakina","Vera Zvonareva",1,0
"1994","Elena Rybakina","Veronika Kudermetova",2,0
"1995","Elena Rybakina","Xiyu Wang",1,0
"1996","Elena Rybakina","Yulia Putintseva",0,1
"1997","Elena Vesnina","Eleni Daniilidou",1,0
"1998","Elena Vesnina","Eugenie Bouchard",1,0
"1999","Elena Vesnina","Heather Watson",1,0
"2000","Elena Vesnina","Jamie Hampton",1,0
"2001","Elena Vesnina","Jarmila Gajdosova",1,0
"2002","Elena Vesnina","Jelena Ostapenko",1,0
"2003","Elena Vesnina","Karin Knapp",0,1
"2004","Elena Vesnina","Kimiko Date Krumm",1,0
"2005","Elena Vesnina","Kirsten Flipkens",1,0
"2006","Elena Vesnina","Klara Koukalova",0,1
"2007","Elena Vesnina","Maria Joao Koehler",1,0
"2008","Elena Vesnina","Maria Kirilenko",0,1
"2009","Elena Vesnina","Maria Sharapova",0,1
"2010","Elena Vesnina","Marion Bartoli",0,1
"2011","Elena Vesnina","Martina Trevisan",1,0
"2012","Elena Vesnina","Mathilde Johansson",1,0
"2013","Elena Vesnina","Mona Barthel",1,0
"2014","Elena Vesnina","Monica Niculescu",1,0
"2015","Elena Vesnina","Na Li",1,0
"2016","Elena Vesnina","Olga Govortsova",1,0
"2017","Elena Vesnina","Petra Kvitova",1,0
"2018","Elena Vesnina","Roberta Vinci",1,2
"2019","Elena Vesnina","Sabine Lisicki",0,1
"2020","Elena Vesnina","Samantha Stosur",0,1
"2021","Elena Vesnina","Serena Williams",0,1
"2022","Elena Vesnina","Silvia Soler Espinosa",1,0
"2023","Elena Vesnina","Sloane Stephens",1,0
"2024","Elena Vesnina","Tsvetana Pironkova",1,0
"2025","Elena Vesnina","Varvara Lepchenko",1,0
"2026","Elena Vesnina","Venus Williams",1,0
"2027","Elena Vesnina","Veronika Kudermetova",0,1
"2028","Elena Vesnina","Victoria Azarenka",0,2
"2029","Elena Vesnina","Yanina Wickmayer",1,0
"2030","Elena Vesnina","Yaroslava Shvedova",3,0
"2031","Eleni Daniilidou","Galina Voskoboeva",0,1
"2032","Eleni Daniilidou","Kateryna Baindl",0,1
"2033","Eleni Daniilidou","Lucie Safarova",0,1
"2034","Eleni Daniilidou","Mona Barthel",0,1
"2035","Eleni Daniilidou","Victoria Azarenka",0,1
"2036","Elina Svitolina","Elise Mertens",0,1
"2037","Elina Svitolina","Eugenie Bouchard",1,0
"2038","Elina Svitolina","Fiona Ferro",1,0
"2039","Elina Svitolina","Flavia Pennetta",0,1
"2040","Elina Svitolina","Garbine Muguruza",1,0
"2041","Elina Svitolina","Iga Swiatek",0,1
"2042","Elina Svitolina","Jelena Ostapenko",1,0
"2043","Elina Svitolina","Jessica Pegula",1,2
"2044","Elina Svitolina","Jil Teichmann",0,1
"2045","Elina Svitolina","Johanna Konta",0,1
"2046","Elina Svitolina","Karin Knapp",0,1
"2047","Elina Svitolina","Klara Koukalova",0,1
"2048","Elina Svitolina","Kristina Mladenovic",1,0
"2049","Elina Svitolina","Kurumi Nara",1,0
"2050","Elina Svitolina","Lara Arruabarrena",0,1
"2051","Elina Svitolina","Laura Siegemund",1,0
"2052","Elina Svitolina","Leylah Fernandez",0,1
"2053","Elina Svitolina","Lourdes Dominguez Lino",0,1
"2054","Elina Svitolina","Magda Linette",0,1
"2055","Elina Svitolina","Maria Sakkari",1,0
"2056","Elina Svitolina","Marie Bouzkova",1,0
"2057","Elina Svitolina","Marina Erakovic",0,1
"2058","Elina Svitolina","Marion Bartoli",0,1
"2059","Elina Svitolina","Marketa Vondrousova",0,1
"2060","Elina Svitolina","Michaela Honcova",1,0
"2061","Elina Svitolina","Misaki Doi",1,0
"2062","Elina Svitolina","Mona Barthel",1,0
"2063","Elina Svitolina","Monica Niculescu",0,1
"2064","Elina Svitolina","Nastassja Burnett",1,0
"2065","Elina Svitolina","Oceane Babel",1,0
"2066","Elina Svitolina","Ons Jabeur",0,1
"2067","Elina Svitolina","Patricia Mayr Achleitner",1,0
"2068","Elina Svitolina","Paula Badosa",1,0
"2069","Elina Svitolina","Petra Kvitova",2,0
"2070","Elina Svitolina","Petra Martic",0,1
"2071","Elina Svitolina","Rebecca Marino",1,0
"2072","Elina Svitolina","Rebecca Peterson",1,0
"2073","Elina Svitolina","Rebeka Masarova",1,0
"2074","Elina Svitolina","Roberta Vinci",0,1
"2075","Elina Svitolina","Romina Oprandi",1,0
"2076","Elina Svitolina","Shahar Peer",2,0
"2077","Elina Svitolina","Sharon Fichman",1,0
"2078","Elina Svitolina","Shelby Rogers",1,0
"2079","Elina Svitolina","Simona Halep",1,1
"2080","Elina Svitolina","Sorana Cirstea",1,0
"2081","Elina Svitolina","Svetlana Kuznetsova",0,1
"2082","Elina Svitolina","Tereza Martincova",1,0
"2083","Elina Svitolina","Varvara Lepchenko",0,1
"2084","Elina Svitolina","Vera Zvonareva",1,0
"2085","Elina Svitolina","Veronika Kudermetova",0,1
"2086","Elina Svitolina","Victoria Azarenka",0,1
"2087","Elina Svitolina","Yuki Naito",1,0
"2088","Elina Svitolina","Yulia Putintseva",1,0
"2089","Elisabetta Cocciaretto","Eugenie Bouchard",0,1
"2090","Elisabetta Cocciaretto","Karolina Pliskova",0,1
"2091","Elisabetta Cocciaretto","Mona Barthel",0,1
"2092","Elise Mertens","Garbine Muguruza",0,1
"2093","Elise Mertens","Harriet Dart",1,0
"2094","Elise Mertens","Jasmine Paolini",0,1
"2095","Elise Mertens","Jessica Pegula",1,0
"2096","Elise Mertens","Kaia Kanepi",1,0
"2097","Elise Mertens","Karolina Muchova",0,1
"2098","Elise Mertens","Katerina Siniakova",1,0
"2099","Elise Mertens","Katie Boulter",1,0
"2100","Elise Mertens","Kristina Mladenovic",1,0
"2101","Elise Mertens","Lara Arruabarrena",1,0
"2102","Elise Mertens","Leylah Fernandez",1,0
"2103","Elise Mertens","Lin Zhu",2,0
"2104","Elise Mertens","Madison Keys",0,1
"2105","Elise Mertens","Maria Sakkari",0,1
"2106","Elise Mertens","Marketa Vondrousova",0,1
"2107","Elise Mertens","Mayo Hibi",1,0
"2108","Elise Mertens","Nadia Podoroska",1,0
"2109","Elise Mertens","Naomi Osaka",1,1
"2110","Elise Mertens","Ons Jabeur",1,0
"2111","Elise Mertens","Rebecca Peterson",1,0
"2112","Elise Mertens","Shelby Rogers",1,0
"2113","Elise Mertens","Shuai Zhang",1,0
"2114","Elise Mertens","Simona Halep",1,0
"2115","Elise Mertens","Sorana Cirstea",0,1
"2116","Elise Mertens","Storm Sanders",1,0
"2117","Elise Mertens","Valentini Grammatikopoulou",1,0
"2118","Elise Mertens","Veronika Kudermetova",1,1
"2119","Elise Mertens","Viktorija Golubic",1,0
"2120","Elise Mertens","Viktoriya Tomova",1,0
"2121","Elise Mertens","Yulia Putintseva",1,0
"2122","Elise Mertens","Zarina Diyas",1,0
"2123","Ella Leivo","Jelena Ostapenko",0,1
"2124","Ellen Allgurin","Klara Koukalova",0,1
"2125","Emina Bektas","Magda Linette",0,1
"2126","Emma Navarro","Veronika Kudermetova",0,1
"2127","Emma Raducanu","Leylah Fernandez",1,0
"2128","Emma Raducanu","Maria Sakkari",1,0
"2129","Emma Raducanu","Marketa Vondrousova",1,0
"2130","Emma Raducanu","Marta Kostyuk",0,1
"2131","Emma Raducanu","Polona Hercog",1,0
"2132","Emma Raducanu","Sara Sorribes Tormo",1,0
"2133","Emma Raducanu","Shelby Rogers",1,0
"2134","Emma Raducanu","Shuai Zhang",1,1
"2135","Emma Raducanu","Sorana Cirstea",1,0
"2136","Emma Raducanu","Stefanie Voegele",1,0
"2137","Emma Raducanu","Vitalia Diatchenko",1,0
"2138","Emma Raducanu","Xin Yu Wang",0,1
"2139","En Shuo Liang","Fiona Ferro",0,1
"2140","En Shuo Liang","Madison Keys",0,1
"2141","En Shuo Liang","Xin Yu Wang",0,1
"2142","Estrella Cabeza Candela","Laura Robson",0,1
"2143","Estrella Cabeza Candela","Mandy Minella",0,1
"2144","Estrella Cabeza Candela","Roberta Vinci",0,1
"2145","Estrella Cabeza Candela","Simona Halep",0,1
"2146","Eugenie Bouchard","Eva Birnerova",1,0
"2147","Eugenie Bouchard","Galina Voskoboeva",1,0
"2148","Eugenie Bouchard","Jelena Jankovic",1,1
"2149","Eugenie Bouchard","Kaja Juvan",1,0
"2150","Eugenie Bouchard","Karolina Pliskova",1,0
"2151","Eugenie Bouchard","Kate Makarova",0,1
"2152","Eugenie Bouchard","Kristina Mladenovic",1,0
"2153","Eugenie Bouchard","Kurumi Nara",1,0
"2154","Eugenie Bouchard","Laura Robson",1,0
"2155","Eugenie Bouchard","Lesia Tsurenko",1,0
"2156","Eugenie Bouchard","Lucie Safarova",0,1
"2157","Eugenie Bouchard","Luksika Kumkhum",1,0
"2158","Eugenie Bouchard","Magdalena Rybarikova",1,0
"2159","Eugenie Bouchard","Maria Sharapova",0,2
"2160","Eugenie Bouchard","Mariana Duque Marino",1,0
"2161","Eugenie Bouchard","Monica Puig",2,0
"2162","Eugenie Bouchard","Nastassja Burnett",1,0
"2163","Eugenie Bouchard","Patricia Ku Flores",1,0
"2164","Eugenie Bouchard","Petra Kvitova",0,1
"2165","Eugenie Bouchard","Samantha Stosur",1,1
"2166","Eugenie Bouchard","Sara Errani",0,1
"2167","Eugenie Bouchard","Sara Sorribes Tormo",0,1
"2168","Eugenie Bouchard","Serena Williams",0,1
"2169","Eugenie Bouchard","Sesil Karatantcheva",1,0
"2170","Eugenie Bouchard","Shahar Peer",1,0
"2171","Eugenie Bouchard","Silvia Soler Espinosa",1,0
"2172","Eugenie Bouchard","Sloane Stephens",1,1
"2173","Eugenie Bouchard","Sofia Arvidsson",1,0
"2174","Eugenie Bouchard","Tsvetana Pironkova",1,0
"2175","Eugenie Bouchard","Varvara Lepchenko",1,0
"2176","Eugenie Bouchard","Venus Williams",0,1
"2177","Eva Birnerova","Karin Knapp",0,1
"2178","Eva Birnerova","Monica Puig",0,1
"2179","Eva Birnerova","Polona Hercog",0,1
"2180","Eva Paalma","Ons Jabeur",0,1
"2181","Evgeniya Rodina","Misaki Doi",0,1
"2182","Fiona Ferro","Garbine Muguruza",0,1
"2183","Fiona Ferro","Harmony Tan",1,0
"2184","Fiona Ferro","Iga Swiatek",0,2
"2185","Fiona Ferro","Irina Camelia Begu",0,1
"2186","Fiona Ferro","Jennifer Brady",0,1
"2187","Fiona Ferro","Katerina Siniakova",1,0
"2188","Fiona Ferro","Kristina Mladenovic",0,1
"2189","Fiona Ferro","Magdalena Frech",1,0
"2190","Fiona Ferro","Nao Hibino",1,0
"2191","Fiona Ferro","Petra Kvitova",0,1
"2192","Fiona Ferro","Petra Martic",1,0
"2193","Fiona Ferro","Saisai Zheng",0,1
"2194","Fiona Ferro","Sara Errani",0,1
"2195","Fiona Ferro","Sara Sorribes Tormo",0,1
"2196","Fiona Ferro","Shelby Rogers",0,1
"2197","Fiona Ferro","Sorana Cirstea",0,1
"2198","Fiona Ferro","Tereza Martincova",1,0
"2199","Fiona Ferro","Vera Zvonareva",1,1
"2200","Fiona Ferro","Viktorija Golubic",0,1
"2201","Flavia Pennetta","Francesca Schiavone",0,2
"2202","Flavia Pennetta","Johanna Larsson",1,1
"2203","Flavia Pennetta","Kaia Kanepi",0,1
"2204","Flavia Pennetta","Kiki Bertens",0,1
"2205","Flavia Pennetta","Kirsten Flipkens",0,2
"2206","Flavia Pennetta","Klara Koukalova",0,1
"2207","Flavia Pennetta","Lara Arruabarrena",0,1
"2208","Flavia Pennetta","Lourdes Dominguez Lino",0,1
"2209","Flavia Pennetta","Maria Teresa Torro Flor",1,0
"2210","Flavia Pennetta","Mariana Duque Marino",1,0
"2211","Flavia Pennetta","Marion Bartoli",0,1
"2212","Flavia Pennetta","Melinda Czink",1,0
"2213","Flavia Pennetta","Misaki Doi",1,0
"2214","Flavia Pennetta","Nicole Gibbs",1,0
"2215","Flavia Pennetta","Roberta Vinci",1,0
"2216","Flavia Pennetta","Sara Errani",1,0
"2217","Flavia Pennetta","Serena Williams",0,1
"2218","Flavia Pennetta","Simona Halep",2,0
"2219","Flavia Pennetta","Sloane Stephens",0,1
"2220","Flavia Pennetta","Svetlana Kuznetsova",1,0
"2221","Flavia Pennetta","Urszula Radwanska",1,0
"2222","Flavia Pennetta","Varvara Lepchenko",0,1
"2223","Flavia Pennetta","Victoria Azarenka",1,1
"2224","Flavia Pennetta","Virginie Razzano",1,0
"2225","Florencia Molinero","Johanna Larsson",0,1
"2226","Florencia Molinero","Laura Robson",0,1
"2227","Francesca Di Lorenzo","Shuai Zhang",0,1
"2228","Francesca Di Lorenzo","Stefanie Voegele",0,1
"2229","Francesca Jones","Nadia Podoroska",0,1
"2230","Francesca Jones","Shelby Rogers",0,1
"2231","Francesca Schiavone","Grace Min",1,0
"2232","Francesca Schiavone","Jana Cepelova",1,0
"2233","Francesca Schiavone","Karolina Pliskova",1,0
"2234","Francesca Schiavone","Kiki Bertens",0,1
"2235","Francesca Schiavone","Kimiko Date Krumm",1,0
"2236","Francesca Schiavone","Kirsten Flipkens",1,2
"2237","Francesca Schiavone","Lourdes Dominguez Lino",2,0
"2238","Francesca Schiavone","Mallory Burdette",1,0
"2239","Francesca Schiavone","Maria Sharapova",0,1
"2240","Francesca Schiavone","Maria Teresa Torro Flor",0,1
"2241","Francesca Schiavone","Marina Erakovic",1,0
"2242","Francesca Schiavone","Marion Bartoli",1,1
"2243","Francesca Schiavone","Melinda Czink",1,0
"2244","Francesca Schiavone","Monica Puig",0,1
"2245","Francesca Schiavone","Nadiya Kichenok",1,0
"2246","Francesca Schiavone","Paula Ormaechea",0,1
"2247","Francesca Schiavone","Petra Kvitova",0,1
"2248","Francesca Schiavone","Petra Martic",1,0
"2249","Francesca Schiavone","Sabine Lisicki",0,1
"2250","Francesca Schiavone","Serena Williams",0,3
"2251","Francesca Schiavone","Sesil Karatantcheva",1,0
"2252","Francesca Schiavone","Sharon Fichman",1,0
"2253","Francesca Schiavone","Silvia Soler Espinosa",0,1
"2254","Francesca Schiavone","Simona Halep",1,0
"2255","Francesca Schiavone","Victoria Azarenka",0,2
"2256","Francesca Schiavone","Virginie Razzano",1,0
"2257","Francoise Abanda","Kristina Mladenovic",0,1
"2258","Gabriela Dabrowski","Marta Kostyuk",0,1
"2259","Gabriella Da Silva Fick","Marie Bouzkova",0,1
"2260","Galina Voskoboeva","Grace Min",1,0
"2261","Galina Voskoboeva","Heather Watson",0,1
"2262","Galina Voskoboeva","Jelena Jankovic",0,1
"2263","Galina Voskoboeva","Julia Glushko",1,0
"2264","Galina Voskoboeva","Kateryna Baindl",1,0
"2265","Galina Voskoboeva","Kimiko Date Krumm",0,1
"2266","Galina Voskoboeva","Kirsten Flipkens",0,1
"2267","Galina Voskoboeva","Marion Bartoli",0,1
"2268","Galina Voskoboeva","Maryna Zanevska",1,0
"2269","Galina Voskoboeva","Monica Niculescu",1,0
"2270","Galina Voskoboeva","Monica Puig",0,1
"2271","Galina Voskoboeva","Petra Cetkovska",1,0
"2272","Galina Voskoboeva","Polona Hercog",1,0
"2273","Galina Voskoboeva","Roberta Vinci",0,1
"2274","Galina Voskoboeva","Serena Williams",0,1
"2275","Galina Voskoboeva","Sharon Fichman",1,0
"2276","Galina Voskoboeva","Simona Halep",0,1
"2277","Galina Voskoboeva","Sofia Arvidsson",1,0
"2278","Galina Voskoboeva","Svetlana Kuznetsova",0,1
"2279","Galina Voskoboeva","Venus Williams",0,1
"2280","Galina Voskoboeva","Yanina Wickmayer",1,0
"2281","Garbine Muguruza","Iga Swiatek",1,0
"2282","Garbine Muguruza","Irina Camelia Begu",1,0
"2283","Garbine Muguruza","Jamie Hampton",0,1
"2284","Garbine Muguruza","Jelena Jankovic",0,1
"2285","Garbine Muguruza","Jessica Pegula",0,1
"2286","Garbine Muguruza","Karolina Pliskova",1,1
"2287","Garbine Muguruza","Kate Makarova",1,1
"2288","Garbine Muguruza","Katerina Siniakova",1,1
"2289","Garbine Muguruza","Kirsten Flipkens",0,1
"2290","Garbine Muguruza","Kristina Barrois",1,0
"2291","Garbine Muguruza","Kristina Mladenovic",1,0
"2292","Garbine Muguruza","Lauren Davis",1,0
"2293","Garbine Muguruza","Lesley Pattinama Kerkhove",1,0
"2294","Garbine Muguruza","Liudmila Samsonova",1,0
"2295","Garbine Muguruza","Magdalena Frech",1,0
"2296","Garbine Muguruza","Magdalena Rybarikova",2,0
"2297","Garbine Muguruza","Mai Hontama",1,0
"2298","Garbine Muguruza","Margarita Gasparyan",1,0
"2299","Garbine Muguruza","Maria Sakkari",1,1
"2300","Garbine Muguruza","Maria Sharapova",0,1
"2301","Garbine Muguruza","Marketa Vondrousova",2,0
"2302","Garbine Muguruza","Marta Kostyuk",0,1
"2303","Garbine Muguruza","Mathilde Johansson",1,0
"2304","Garbine Muguruza","Mona Barthel",1,0
"2305","Garbine Muguruza","Na Li",0,1
"2306","Garbine Muguruza","Naomi Osaka",0,1
"2307","Garbine Muguruza","Ons Jabeur",1,1
"2308","Garbine Muguruza","Patricia Maria Tig",1,0
"2309","Garbine Muguruza","Paula Badosa",1,0
"2310","Garbine Muguruza","Petra Kvitova",0,1
"2311","Garbine Muguruza","Qiang Wang",1,0
"2312","Garbine Muguruza","Serena Williams",0,1
"2313","Garbine Muguruza","Sofia Kenin",1,0
"2314","Garbine Muguruza","Sorana Cirstea",1,0
"2315","Garbine Muguruza","Tereza Martincova",1,0
"2316","Garbine Muguruza","Venus Williams",0,1
"2317","Garbine Muguruza","Veronika Kudermetova",2,0
"2318","Garbine Muguruza","Victoria Azarenka",3,0
"2319","Garbine Muguruza","Xin Yu Wang",1,0
"2320","Garbine Muguruza","Yulia Putintseva",0,1
"2321","Garbine Muguruza","Zarina Diyas",1,0
"2322","Georgina Garcia Perez","Tereza Martincova",0,1
"2323","Georgina Garcia Perez","Yulia Putintseva",0,1
"2324","Giulia Gatto Monticone","Greet Minnen",0,1
"2325","Giulia Gatto Monticone","Liudmila Samsonova",0,1
"2326","Giulia Gatto Monticone","Roberta Vinci",0,1
"2327","Giulia Gatto Monticone","Tamara Zidansek",0,1
"2328","Giulia Gatto Monticone","Tereza Martincova",0,1
"2329","Giuliana Olmos","Heather Watson",0,1
"2330","Giuliana Olmos","Katie Boulter",0,1
"2331","Giuliana Olmos","Nadia Podoroska",0,1
"2332","Grace Min","Karin Knapp",0,1
"2333","Grace Min","Lourdes Dominguez Lino",0,1
"2334","Grace Min","Madison Keys",0,1
"2335","Grace Min","Mona Barthel",0,1
"2336","Grace Min","Simona Halep",0,1
"2337","Grace Min","Xin Yu Wang",0,1
"2338","Greet Minnen","Iryna Shymanovich",1,0
"2339","Greet Minnen","Kaja Juvan",0,1
"2340","Greet Minnen","Katarzyna Kawa",1,0
"2341","Greet Minnen","Liudmila Samsonova",1,0
"2342","Greet Minnen","Mandy Minella",1,0
"2343","Greet Minnen","Marie Bouzkova",0,1
"2344","Greet Minnen","Nadia Podoroska",1,1
"2345","Greet Minnen","Nuria Parrizas Diaz",1,0
"2346","Greet Minnen","Oceane Dodin",1,0
"2347","Greet Minnen","Olga Danilovic",1,0
"2348","Greet Minnen","Petra Kvitova",0,2
"2349","Greet Minnen","Rebecca Peterson",0,1
"2350","Greet Minnen","Sara Sorribes Tormo",0,1
"2351","Greet Minnen","Storm Sanders",1,0
"2352","Greet Minnen","Tereza Martincova",0,1
"2353","Greet Minnen","Timea Babos",1,0
"2354","Greet Minnen","Viktorija Golubic",0,1
"2355","Greta Arn","Laura Robson",0,1
"2356","Hailey Baptiste","Jessica Pegula",0,1
"2357","Hailey Baptiste","Kristina Kucova",0,1
"2358","Hailey Baptiste","Ons Jabeur",0,1
"2359","Hailey Baptiste","Shuai Zhang",0,1
"2360","Hailey Baptiste","Sofia Kenin",0,1
"2361","Hailey Baptiste","Victoria Azarenka",0,1
"2362","Harmony Tan","Marketa Vondrousova",0,1
"2363","Harmony Tan","Paula Badosa",0,1
"2364","Harmony Tan","Rebecca Peterson",0,1
"2365","Harriet Dart","Lauren Davis",0,1
"2366","Harriet Dart","Veronika Kudermetova",0,1
"2367","Harriet Dart","Yulia Putintseva",0,1
"2368","Heather Watson","Iga Swiatek",0,1
"2369","Heather Watson","Irina Camelia Begu",0,1
"2370","Heather Watson","Jodie Burrage",1,0
"2371","Heather Watson","Kaja Juvan",0,1
"2372","Heather Watson","Katie Boulter",0,1
"2373","Heather Watson","Kiki Bertens",0,1
"2374","Heather Watson","Kimiko Date Krumm",0,1
"2375","Heather Watson","Kristyna Pliskova",1,0
"2376","Heather Watson","Ksenia Pervak",1,0
"2377","Heather Watson","Madison Keys",0,1
"2378","Heather Watson","Melinda Czink",1,0
"2379","Heather Watson","Monica Puig",0,1
"2380","Heather Watson","Nina Stojanovic",0,1
"2381","Heather Watson","Ons Jabeur",0,1
"2382","Heather Watson","Shuai Zhang",1,0
"2383","Heather Watson","Simona Halep",0,1
"2384","Heather Watson","Sloane Stephens",0,1
"2385","Heather Watson","Sorana Cirstea",1,1
"2386","Heather Watson","Stefanie Voegele",0,2
"2387","Heather Watson","Tara Moore",1,0
"2388","Heather Watson","Timea Babos",2,0
"2389","Heather Watson","Tsvetana Pironkova",1,0
"2390","Heather Watson","Varvara Lepchenko",1,1
"2391","Heather Watson","Veronika Kudermetova",0,1
"2392","Heather Watson","Viktorija Golubic",1,0
"2393","Heather Watson","Yanina Wickmayer",0,1
"2394","Heather Watson","Zarina Diyas",0,1
"2395","Heidi El Tabakh","Timea Babos",0,1
"2396","Iga Swiatek","Irina Camelia Begu",1,0
"2397","Iga Swiatek","Jamie Loeb",1,0
"2398","Iga Swiatek","Jelena Ostapenko",0,1
"2399","Iga Swiatek","Jil Teichmann",1,0
"2400","Iga Swiatek","Kaja Juvan",2,0
"2401","Iga Swiatek","Karolina Pliskova",1,0
"2402","Iga Swiatek","Laura Siegemund",1,0
"2403","Iga Swiatek","Maddison Inglis",1,0
"2404","Iga Swiatek","Madison Brengle",1,0
"2405","Iga Swiatek","Madison Keys",1,0
"2406","Iga Swiatek","Maria Sakkari",0,3
"2407","Iga Swiatek","Marta Kostyuk",1,0
"2408","Iga Swiatek","Misaki Doi",1,0
"2409","Iga Swiatek","Mona Barthel",1,0
"2410","Iga Swiatek","Ons Jabeur",0,2
"2411","Iga Swiatek","Paula Badosa",1,1
"2412","Iga Swiatek","Petra Martic",1,0
"2413","Iga Swiatek","Rebecca Peterson",1,0
"2414","Iga Swiatek","Simona Halep",0,1
"2415","Iga Swiatek","Su Wei Hsieh",1,0
"2416","Iga Swiatek","Vera Zvonareva",1,0
"2417","Iga Swiatek","Veronika Kudermetova",1,0
"2418","Iga Swiatek","Yulia Putintseva",1,0
"2419","Ilona Kremen","Shahar Peer",0,2
"2420","Irena Pavlovic","Shelby Rogers",0,1
"2421","Irina Bara","Kristina Kucova",0,2
"2422","Irina Bara","Marie Bouzkova",0,1
"2423","Irina Bara","Rebecca Peterson",0,1
"2424","Irina Bara","Stefanie Voegele",0,1
"2425","Irina Bara","Tereza Martincova",0,1
"2426","Irina Camelia Begu","Jil Teichmann",1,0
"2427","Irina Camelia Begu","Johanna Konta",1,0
"2428","Irina Camelia Begu","Julia Goerges",1,0
"2429","Irina Camelia Begu","Katie Volynets",1,0
"2430","Irina Camelia Begu","Magda Linette",1,0
"2431","Irina Camelia Begu","Maria Teresa Torro Flor",0,2
"2432","Irina Camelia Begu","Marina Erakovic",1,0
"2433","Irina Camelia Begu","Marta Kostyuk",1,0
"2434","Irina Camelia Begu","Mathilde Johansson",1,0
"2435","Irina Camelia Begu","Nadia Podoroska",1,0
"2436","Irina Camelia Begu","Naomi Osaka",0,1
"2437","Irina Camelia Begu","Nina Stojanovic",0,1
"2438","Irina Camelia Begu","Petra Martic",1,0
"2439","Irina Camelia Begu","Polona Hercog",1,0
"2440","Irina Camelia Begu","Qiang Wang",1,0
"2441","Irina Camelia Begu","Saisai Zheng",1,0
"2442","Irina Camelia Begu","Serena Williams",0,1
"2443","Irina Camelia Begu","Shelby Rogers",0,1
"2444","Irina Camelia Begu","Silvia Soler Espinosa",0,2
"2445","Irina Camelia Begu","Tsvetana Pironkova",0,2
"2446","Irina Camelia Begu","Urszula Radwanska",0,1
"2447","Irina Camelia Begu","Varvara Lepchenko",0,1
"2448","Irina Camelia Begu","Xinyun Han",1,0
"2449","Irina Camelia Begu","Ysaline Bonaventure",1,0
"2450","Irina Camelia Begu","Yvonne Meusburger",0,2
"2451","Ivana Jorovic","Paula Ormaechea",0,1
