"","player1","player2","win1","win2"
"949","Anna Karolina Schmiedlova","Zarina Diyas",0,1
"950","Anna Lena Friedsam","Aryna Sabalenka",0,1
"951","Anna Lena Friedsam","Caroline Garcia",0,1
"952","Anna Lena Friedsam","Lauren Davis",0,1
"953","Anna Tatishvili","Ayumi Morita",0,1
"954","Anna Tatishvili","Caroline Garcia",0,1
"955","Anna Tatishvili","Eugenie Bouchard",0,1
"956","Anna Tatishvili","Francesca Schiavone",0,1
"957","Anna Tatishvili","Jelena Jankovic",0,1
"958","Anna Tatishvili","Kiki Bertens",0,1
"959","Anna Tatishvili","Lucie Safarova",0,1
"960","Anna Tatishvili","Maria Kirilenko",0,1
"961","Anna Tatishvili","Petra Martic",0,1
"962","Anna Tatishvili","Sabine Lisicki",0,1
"963","Anna Tatishvili","Serena Williams",0,2
"964","Anna Tatishvili","Shahar Peer",0,1
"965","Anna Tatishvili","Sloane Stephens",0,1
"966","Anna Tatishvili","Yanina Wickmayer",0,1
"967","Anna Zaja","Elena Gabriela Ruse",0,1
"968","Anne Keothavong","Garbine Muguruza",0,1
"969","Anne Keothavong","Kristina Mladenovic",0,1
"970","Anne Keothavong","Shuai Peng",0,1
"971","Anne Kremer","Arantxa Rus",0,1
"972","Anne Kremer","Tsvetana Pironkova",0,1
"973","Annika Beck","Ayumi Morita",0,1
"974","Annika Beck","Caroline Wozniacki",0,1
"975","Annika Beck","Dominika Cibulkova",0,1
"976","Annika Beck","Elena Vesnina",0,1
"977","Annika Beck","Garbine Muguruza",1,0
"978","Annika Beck","Karin Knapp",1,1
"979","Annika Beck","Katarzyna Piter",1,0
"980","Annika Beck","Kate Makarova",0,1
"981","Annika Beck","Kiki Bertens",0,1
"982","Annika Beck","Klara Koukalova",0,1
"983","Annika Beck","Lourdes Dominguez Lino",1,0
"984","Annika Beck","Lucie Hradecka",1,0
"985","Annika Beck","Lucie Safarova",1,0
"986","Annika Beck","Mandy Minella",1,0
"987","Annika Beck","Maria Elena Camerin",1,0
"988","Annika Beck","Maria Fernanda Alves",1,0
"989","Annika Beck","Marina Erakovic",0,1
"990","Annika Beck","Marta Domachowska",1,0
"991","Annika Beck","Monica Niculescu",0,1
"992","Annika Beck","Nina Bratchikova",2,0
"993","Annika Beck","Petra Kvitova",0,2
"994","Annika Beck","Risa Ozaki",1,0
"995","Annika Beck","Roberta Vinci",0,1
"996","Annika Beck","Sandra Zahlavova",1,0
"997","Annika Beck","Shahar Peer",1,0
"998","Annika Beck","Shuai Peng",0,1
"999","Annika Beck","Simona Halep",0,1
"1000","Annika Beck","Stefanie Voegele",1,0
"1001","Annika Beck","Su Wei Hsieh",1,1
"1002","Annika Beck","Tadeja Majeric",1,0
"1003","Annika Beck","Tsvetana Pironkova",1,0
"1004","Annika Beck","Urszula Radwanska",0,1
"1005","Annika Beck","Victoria Azarenka",0,1
"1006","Annika Beck","Yaroslava Shvedova",1,0
"1007","Annika Beck","Yvonne Meusburger",0,1
"1008","Arantxa Parra Santonja","Daniela Hantuchova",0,1
"1009","Arantxa Parra Santonja","Klara Koukalova",0,1
"1010","Arantxa Rus","Belinda Bencic",0,1
"1011","Arantxa Rus","Camila Giorgi",0,1
"1012","Arantxa Rus","Estrella Cabeza Candela",1,0
"1013","Arantxa Rus","Greet Minnen",1,1
"1014","Arantxa Rus","Harmony Tan",1,0
"1015","Arantxa Rus","Iga Swiatek",0,1
"1016","Arantxa Rus","Irina Bara",1,0
"1017","Arantxa Rus","Irina Camelia Begu",0,1
"1018","Arantxa Rus","Jelena Jankovic",0,1
"1019","Arantxa Rus","Jessica Pegula",1,0
"1020","Arantxa Rus","Magdalena Rybarikova",0,1
"1021","Arantxa Rus","Maria Sakkari",0,2
"1022","Arantxa Rus","Maria Teresa Torro Flor",1,2
"1023","Arantxa Rus","Marie Bouzkova",1,0
"1024","Arantxa Rus","Olga Govortsova",0,1
"1025","Arantxa Rus","Petra Kvitova",0,1
"1026","Arantxa Rus","Romina Oprandi",0,1
"1027","Arantxa Rus","Sara Errani",0,1
"1028","Arantxa Rus","Simona Halep",0,1
"1029","Arantxa Rus","Tsvetana Pironkova",0,1
"1030","Arantxa Rus","Urszula Radwanska",0,1
"1031","Arantxa Rus","Venus Williams",0,1
"1032","Arantxa Rus","Viktorija Golubic",1,0
"1033","Arantxa Rus","Xin Yu Wang",1,0
"1034","Arantxa Rus","Xiyu Wang",1,0
"1035","Arantxa Rus","Yvonne Meusburger",0,1
"1036","Aravane Rezai","Petra Kvitova",0,1
"1037","Arianne Hartono","Jelena Ostapenko",0,1
"1038","Arina Folts","Maria Teresa Torro Flor",0,1
"1039","Arina Rodionova","Caroline Garcia",0,1
"1040","Arina Rodionova","Shuai Zhang",0,1
"1041","Arina Rodionova","Vera Zvonareva",0,1
"1042","Aryna Sabalenka","Ashleigh Barty",1,2
"1043","Aryna Sabalenka","Barbora Krejcikova",1,0
"1044","Aryna Sabalenka","Bernarda Pera",1,0
"1045","Aryna Sabalenka","Camila Giorgi",0,1
"1046","Aryna Sabalenka","Camila Osorio",1,0
"1047","Aryna Sabalenka","Cori Gauff",0,1
"1048","Aryna Sabalenka","Danielle Collins",1,0
"1049","Aryna Sabalenka","Daria Kasatkina",2,0
"1050","Aryna Sabalenka","Donna Vekic",0,1
"1051","Aryna Sabalenka","Ekaterina Alexandrova",0,1
"1052","Aryna Sabalenka","Elena Rybakina",2,0
"1053","Aryna Sabalenka","Elise Mertens",2,0
"1054","Aryna Sabalenka","Garbine Muguruza",0,2
"1055","Aryna Sabalenka","Iga Swiatek",1,0
"1056","Aryna Sabalenka","Jessica Pegula",1,0
"1057","Aryna Sabalenka","Kaia Kanepi",0,1
"1058","Aryna Sabalenka","Karolina Pliskova",0,2
"1059","Aryna Sabalenka","Katie Boulter",1,0
"1060","Aryna Sabalenka","Leylah Fernandez",0,1
"1061","Aryna Sabalenka","Madison Keys",0,1
"1062","Aryna Sabalenka","Magda Linette",1,0
"1063","Aryna Sabalenka","Maria Sakkari",1,1
"1064","Aryna Sabalenka","Marketa Vondrousova",1,0
"1065","Aryna Sabalenka","Monica Niculescu",1,0
"1066","Aryna Sabalenka","Nina Stojanovic",1,0
"1067","Aryna Sabalenka","Ons Jabeur",2,0
"1068","Aryna Sabalenka","Paula Badosa",0,2
"1069","Aryna Sabalenka","Polona Hercog",1,0
"1070","Aryna Sabalenka","Rebecca Marino",1,0
"1071","Aryna Sabalenka","Sara Sorribes Tormo",1,0
"1072","Aryna Sabalenka","Serena Williams",0,1
"1073","Aryna Sabalenka","Shuai Zhang",1,0
"1074","Aryna Sabalenka","Simona Halep",1,0
"1075","Aryna Sabalenka","Sloane Stephens",1,0
"1076","Aryna Sabalenka","Tamara Zidansek",1,0
"1077","Aryna Sabalenka","Tsvetana Pironkova",1,0
"1078","Aryna Sabalenka","Vera Zvonareva",1,0
"1079","Aryna Sabalenka","Veronika Kudermetova",2,0
"1080","Aryna Sabalenka","Victoria Azarenka",1,0
"1081","Aryna Sabalenka","Viktoria Kuzmova",1,0
"1082","Ashleigh Barty","Barbora Krejcikova",2,0
"1083","Ashleigh Barty","Bernarda Pera",1,0
"1084","Ashleigh Barty","Bianca Andreescu",1,0
"1085","Ashleigh Barty","Carla Suarez Navarro",1,0
"1086","Ashleigh Barty","Chanel Simmonds",1,0
"1087","Ashleigh Barty","Clara Tauson",1,0
"1088","Ashleigh Barty","Cori Gauff",0,1
"1089","Ashleigh Barty","Danielle Collins",0,1
"1090","Ashleigh Barty","Danka Kovinic",1,0
"1091","Ashleigh Barty","Daria Saville",1,0
"1092","Ashleigh Barty","Dominika Cibulkova",0,1
"1093","Ashleigh Barty","Ekaterina Alexandrova",1,0
"1094","Ashleigh Barty","Elina Svitolina",2,0
"1095","Ashleigh Barty","Estrella Cabeza Candela",1,0
"1096","Ashleigh Barty","Garbine Muguruza",1,0
"1097","Ashleigh Barty","Heather Watson",1,0
"1098","Ashleigh Barty","Iga Swiatek",1,0
"1099","Ashleigh Barty","Jelena Ostapenko",1,0
"1100","Ashleigh Barty","Jil Teichmann",1,0
"1101","Ashleigh Barty","Karolina Muchova",0,1
"1102","Ashleigh Barty","Karolina Pliskova",2,0
"1103","Ashleigh Barty","Katerina Siniakova",1,0
"1104","Ashleigh Barty","Kristina Kucova",1,0
"1105","Ashleigh Barty","Laura Siegemund",1,0
"1106","Ashleigh Barty","Lucie Hradecka",1,0
"1107","Ashleigh Barty","Magda Linette",0,1
"1108","Ashleigh Barty","Maria Kirilenko",0,1
"1109","Ashleigh Barty","Marie Bouzkova",1,0
"1110","Ashleigh Barty","Misaki Doi",1,0
"1111","Ashleigh Barty","Mona Barthel",0,1
"1112","Ashleigh Barty","Paula Badosa",1,1
"1113","Ashleigh Barty","Petra Kvitova",1,0
"1114","Ashleigh Barty","Sara Sorribes Tormo",0,1
"1115","Ashleigh Barty","Serena Williams",1,0
"1116","Ashleigh Barty","Shelby Rogers",4,1
"1117","Ashleigh Barty","Stefanie Voegele",1,0
"1118","Ashleigh Barty","Tamara Zidansek",1,0
"1119","Ashleigh Barty","Vera Zvonareva",1,0
"1120","Ashleigh Barty","Veronika Kudermetova",1,0
"1121","Ashleigh Barty","Victoria Azarenka",2,0
"1122","Ashleigh Barty","Yaroslava Shvedova",1,0
"1123","Ashleigh Barty","Zarina Diyas",1,0
"1124","Ashlyn Krueger","Tereza Martincova",0,1
"1125","Asia Muhammad","Petra Martic",0,1
"1126","Asia Muhammad","Tereza Martincova",0,1
"1127","Aslina Chua","Shuai Zhang",0,1
"1128","Astra Sharma","Barbora Krejcikova",0,1
"1129","Astra Sharma","Camila Osorio",1,0
"1130","Astra Sharma","Caroline Garcia",0,1
"1131","Astra Sharma","Clara Tauson",0,1
"1132","Astra Sharma","Danielle Collins",0,1
"1133","Astra Sharma","Daria Kasatkina",0,1
"1134","Astra Sharma","Donna Vekic",1,0
"1135","Astra Sharma","Harriet Dart",1,0
"1136","Astra Sharma","Irina Bara",1,0
"1137","Astra Sharma","Kaia Kanepi",0,1
"1138","Astra Sharma","Kristyna Pliskova",1,0
"1139","Astra Sharma","Leylah Fernandez",1,0
"1140","Astra Sharma","Linda Fruhvirtova",1,0
"1141","Astra Sharma","Lucrezia Stefanini",1,0
"1142","Astra Sharma","Madison Brengle",1,0
"1143","Astra Sharma","Natalia Vikhlyantseva",1,0
"1144","Astra Sharma","Ons Jabeur",1,1
"1145","Astra Sharma","Sara Sorribes Tormo",0,1
"1146","Astra Sharma","Yafan Wang",1,0
"1147","Ayumi Morita","Cagla Buyukakcay",1,0
"1148","Ayumi Morita","Carla Suarez Navarro",0,1
"1149","Ayumi Morita","Daniela Hantuchova",1,0
"1150","Ayumi Morita","Elena Vesnina",1,1
"1151","Ayumi Morita","Galina Voskoboeva",1,0
"1152","Ayumi Morita","Heather Watson",1,0
"1153","Ayumi Morita","Jana Cepelova",1,0
"1154","Ayumi Morita","Jelena Jankovic",0,1
"1155","Ayumi Morita","Kaia Kanepi",0,1
"1156","Ayumi Morita","Karolina Pliskova",0,1
"1157","Ayumi Morita","Kate Makarova",1,0
"1158","Ayumi Morita","Kimiko Date Krumm",1,0
"1159","Ayumi Morita","Laura Robson",2,1
"1160","Ayumi Morita","Lesia Tsurenko",0,1
"1161","Ayumi Morita","Luksika Kumkhum",1,0
"1162","Ayumi Morita","Marina Erakovic",0,1
"1163","Ayumi Morita","Na Li",0,1
"1164","Ayumi Morita","Nudnida Luangnam",1,0
"1165","Ayumi Morita","Serena Williams",0,2
"1166","Ayumi Morita","Shuai Peng",0,1
"1167","Ayumi Morita","Silvia Soler Espinosa",0,1
"1168","Ayumi Morita","Sorana Cirstea",1,2
"1169","Ayumi Morita","Urszula Radwanska",2,0
"1170","Ayumi Morita","Varvara Lepchenko",0,1
"1171","Ayumi Morita","Victoria Azarenka",0,1
"1172","Ayumi Morita","Yanina Wickmayer",1,0
"1173","Ayumi Morita","Yulia Putintseva",0,1
"1174","Ayumi Morita","Yung Jan Chan",1,0
"1175","Barbara Haas","Kateryna Baindl",0,1
"1176","Barbara Haas","Kristina Mladenovic",0,1
"1177","Barbora Krejcikova","Belinda Bencic",0,2
"1178","Barbora Krejcikova","Cagla Buyukakcay",1,0
"1179","Barbora Krejcikova","Caroline Garcia",1,0
"1180","Barbora Krejcikova","Christina Mchale",1,0
"1181","Barbora Krejcikova","Clara Tauson",1,0
"1182","Barbora Krejcikova","Cori Gauff",1,0
"1183","Barbora Krejcikova","Daria Kasatkina",1,0
"1184","Barbora Krejcikova","Dayana Yastremska",1,0
"1185","Barbora Krejcikova","Ekaterina Alexandrova",2,1
"1186","Barbora Krejcikova","Elena Rybakina",1,0
"1187","Barbora Krejcikova","Elina Svitolina",1,0
"1188","Barbora Krejcikova","Garbine Muguruza",2,2
"1189","Barbora Krejcikova","Iga Swiatek",0,2
"1190","Barbora Krejcikova","Isabella Shinikova",1,0
"1191","Barbora Krejcikova","Jamie Loeb",1,0
"1192","Barbora Krejcikova","Jelena Ostapenko",1,0
"1193","Barbora Krejcikova","Jennifer Brady",0,1
"1194","Barbora Krejcikova","Jil Teichmann",1,0
"1195","Barbora Krejcikova","Jule Niemeier",1,0
"1196","Barbora Krejcikova","Kamilla Rakhimova",1,0
"1197","Barbora Krejcikova","Karolina Pliskova",0,1
"1198","Barbora Krejcikova","Katerina Siniakova",1,0
"1199","Barbora Krejcikova","Kristyna Pliskova",1,0
"1200","Barbora Krejcikova","Lauren Davis",1,0
"1201","Barbora Krejcikova","Leylah Fernandez",1,0
"1202","Barbora Krejcikova","Maria Sakkari",2,0
"1203","Barbora Krejcikova","Oceane Dodin",1,0
"1204","Barbora Krejcikova","Paula Badosa",0,2
"1205","Barbora Krejcikova","Saisai Zheng",2,0
"1206","Barbora Krejcikova","Sloane Stephens",1,0
"1207","Barbora Krejcikova","Sofia Kenin",1,0
"1208","Barbora Krejcikova","Sorana Cirstea",1,0
"1209","Barbora Krejcikova","Svetlana Kuznetsova",1,0
"1210","Barbora Krejcikova","Tereza Martincova",1,0
"1211","Barbora Krejcikova","Xin Yu Wang",1,0
"1212","Barbora Krejcikova","Ysaline Bonaventure",1,0
"1213","Barbora Krejcikova","Yulia Putintseva",0,1
"1214","Barbora Krejcikova","Zarina Diyas",2,0
"1215","Barbora Strycova","Bethanie Mattek Sands",0,1
"1216","Barbora Strycova","Bojana Jovanovski",0,1
"1217","Barbora Strycova","Eugenie Bouchard",0,1
"1218","Barbora Strycova","Kirsten Flipkens",0,1
"1219","Barbora Strycova","Marina Erakovic",0,1
"1220","Barbora Strycova","Sara Errani",0,1
"1221","Barbora Strycova","Svetlana Kuznetsova",0,1
"1222","Barbora Strycova","Tsvetana Pironkova",0,1
"1223","Beatrice Capra","Paula Ormaechea",0,1
"1224","Beatriz Garcia Vidagany","Magdalena Rybarikova",0,1
"1225","Beatriz Garcia Vidagany","Timea Babos",0,1
"1226","Belinda Bencic","Bernarda Pera",1,0
"1227","Belinda Bencic","Cori Gauff",1,0
"1228","Belinda Bencic","Daria Kasatkina",0,1
"1229","Belinda Bencic","Daria Saville",1,0
"1230","Belinda Bencic","Ekaterina Alexandrova",1,1
"1231","Belinda Bencic","Elena Rybakina",1,1
"1232","Belinda Bencic","Elise Mertens",0,1
"1233","Belinda Bencic","Emma Raducanu",0,1
"1234","Belinda Bencic","Iga Swiatek",1,1
"1235","Belinda Bencic","Jessica Pegula",2,0
"1236","Belinda Bencic","Jil Teichmann",0,1
"1237","Belinda Bencic","Jule Niemeier",1,0
"1238","Belinda Bencic","Kaja Juvan",0,1
"1239","Belinda Bencic","Karolina Muchova",1,0
"1240","Belinda Bencic","Kristina Mladenovic",1,1
"1241","Belinda Bencic","Lauren Davis",2,0
"1242","Belinda Bencic","Liudmila Samsonova",0,3
"1243","Belinda Bencic","Maddison Inglis",1,0
"1244","Belinda Bencic","Madison Keys",0,1
"1245","Belinda Bencic","Marketa Vondrousova",2,1
"1246","Belinda Bencic","Martina Trevisan",1,0
"1247","Belinda Bencic","Misaki Doi",2,0
"1248","Belinda Bencic","Nadia Podoroska",1,0
"1249","Belinda Bencic","Nastasja Schunk",1,0
"1250","Belinda Bencic","Ons Jabeur",1,0
"1251","Belinda Bencic","Paula Badosa",0,2
"1252","Belinda Bencic","Petra Kvitova",0,1
"1253","Belinda Bencic","Petra Martic",2,0
"1254","Belinda Bencic","Samantha Stosur",0,1
"1255","Belinda Bencic","Sara Sorribes Tormo",1,0
"1256","Belinda Bencic","Shelby Rogers",1,0
"1257","Belinda Bencic","Sorana Cirstea",0,1
"1258","Belinda Bencic","Storm Sanders",1,0
"1259","Belinda Bencic","Svetlana Kuznetsova",1,0
"1260","Belinda Bencic","Tereza Martincova",1,0
"1261","Belinda Bencic","Veronika Kudermetova",1,0
"1262","Belinda Bencic","Viktorija Golubic",0,1
"1263","Belinda Bencic","Zarina Diyas",2,0
"1264","Bernarda Pera","Donna Vekic",1,0
"1265","Bernarda Pera","Fiona Ferro",1,0
"1266","Bernarda Pera","Garbine Muguruza",0,1
"1267","Bernarda Pera","Jil Teichmann",0,1
"1268","Bernarda Pera","Johanna Konta",0,1
"1269","Bernarda Pera","Julia Grabher",1,0
"1270","Bernarda Pera","Katarzyna Kawa",1,0
"1271","Bernarda Pera","Marta Kostyuk",0,1
"1272","Bernarda Pera","Nadia Podoroska",0,1
"1273","Bernarda Pera","Olivia Gadecki",1,0
"1274","Bernarda Pera","Petra Martic",1,0
"1275","Bernarda Pera","Rebecca Peterson",1,0
"1276","Bernarda Pera","Sara Sorribes Tormo",0,3
"1277","Bernarda Pera","Tamara Zidansek",1,1
"1278","Bernarda Pera","Veronika Kudermetova",0,1
"1279","Bernarda Pera","Zarina Diyas",0,1
"1280","Bethanie Mattek Sands","Donna Vekic",1,0
"1281","Bethanie Mattek Sands","Ena Shibahara",1,0
"1282","Bethanie Mattek Sands","Jamie Hampton",0,1
"1283","Bethanie Mattek Sands","Karolina Pliskova",0,1
"1284","Bethanie Mattek Sands","Kate Makarova",0,1
"1285","Bethanie Mattek Sands","Lourdes Dominguez Lino",1,0
"1286","Bethanie Mattek Sands","Madison Keys",0,1
"1287","Bethanie Mattek Sands","Maria Kirilenko",0,2
"1288","Bethanie Mattek Sands","Mathilde Johansson",1,0
"1289","Bethanie Mattek Sands","Monica Puig",2,0
"1290","Bethanie Mattek Sands","Na Li",1,1
"1291","Bethanie Mattek Sands","Paula Ormaechea",1,0
"1292","Bethanie Mattek Sands","Roberta Vinci",0,2
"1293","Bethanie Mattek Sands","Sabine Lisicki",1,0
"1294","Bethanie Mattek Sands","Sara Errani",1,0
"1295","Bethanie Mattek Sands","Shuai Zhang",0,1
"1296","Bethanie Mattek Sands","Sloane Stephens",1,0
"1297","Bethanie Mattek Sands","Sorana Cirstea",0,1
"1298","Bethanie Mattek Sands","Stephanie Dubois",1,0
"1299","Bethanie Mattek Sands","Su Wei Hsieh",1,0
"1300","Bethanie Mattek Sands","Svetlana Kuznetsova",0,1
"1301","Bethanie Mattek Sands","Yanina Wickmayer",1,1
"1302","Bethanie Mattek Sands","Ying Ying Duan",1,0
"1303","Bianca Andreescu","Christina Mchale",1,0
"1304","Bianca Andreescu","Garbine Muguruza",1,0
"1305","Bianca Andreescu","Greet Minnen",1,0
"1306","Bianca Andreescu","Harriet Dart",1,0
"1307","Bianca Andreescu","Irina Camelia Begu",1,0
"1308","Bianca Andreescu","Karolina Muchova",0,1
"1309","Bianca Andreescu","Lauren Davis",1,0
"1310","Bianca Andreescu","Madison Brengle",1,0
"1311","Bianca Andreescu","Maria Sakkari",1,1
"1312","Bianca Andreescu","Marie Bouzkova",0,1
"1313","Bianca Andreescu","Maryna Zanevska",1,0
"1314","Bianca Andreescu","Mihaela Buzarnescu",1,0
"1315","Bianca Andreescu","Ons Jabeur",0,1
"1316","Bianca Andreescu","Sara Sorribes Tormo",1,0
"1317","Bianca Andreescu","Shelby Rogers",0,1
"1318","Bianca Andreescu","Sorana Cirstea",0,1
"1319","Bianca Andreescu","Su Wei Hsieh",0,1
"1320","Bianca Andreescu","Tamara Zidansek",0,1
"1321","Bianca Andreescu","Tereza Martincova",1,0
"1322","Bianca Andreescu","Viktorija Golubic",1,0
"1323","Bianca Andreescu","Zarina Diyas",1,0
"1324","Bianca Turati","Veronika Kudermetova",0,1
"1325","Bojana Bobusic","Lauren Davis",0,1
"1326","Bojana Jovanovski","Caroline Wozniacki",2,1
"1327","Bojana Jovanovski","Daniela Hantuchova",0,1
"1328","Bojana Jovanovski","Eugenie Bouchard",1,0
"1329","Bojana Jovanovski","Francesca Schiavone",1,0
"1330","Bojana Jovanovski","Galina Voskoboeva",1,0
"1331","Bojana Jovanovski","Garbine Muguruza",0,1
"1332","Bojana Jovanovski","Jelena Jankovic",0,1
"1333","Bojana Jovanovski","Julia Goerges",0,2
"1334","Bojana Jovanovski","Kimiko Date Krumm",1,0
"1335","Bojana Jovanovski","Kirsten Flipkens",0,2
"1336","Bojana Jovanovski","Kurumi Nara",1,0
"1337","Bojana Jovanovski","Lucie Safarova",1,0
"1338","Bojana Jovanovski","Maria Kirilenko",0,1
"1339","Bojana Jovanovski","Maria Teresa Torro Flor",3,0
"1340","Bojana Jovanovski","Misaki Doi",1,0
"1341","Bojana Jovanovski","Mona Barthel",0,1
"1342","Bojana Jovanovski","Na Li",0,2
"1343","Bojana Jovanovski","Nigina Abduraimova",1,0
"1344","Bojana Jovanovski","Olga Govortsova",1,0
"1345","Bojana Jovanovski","Ons Jabeur",0,1
"1346","Bojana Jovanovski","Petra Kvitova",0,1
"1347","Bojana Jovanovski","Sloane Stephens",0,1
"1348","Bojana Jovanovski","Sorana Cirstea",2,1
"1349","Bojana Jovanovski","Su Wei Hsieh",1,0
"1350","Bojana Jovanovski","Svetlana Kuznetsova",0,1
"1351","Bojana Jovanovski","Varvara Lepchenko",0,1
"1352","Bojana Jovanovski","Ying Ying Duan",1,0
"1353","Cagla Buyukakcay","Kristina Kucova",0,1
"1354","Cagla Buyukakcay","Shahar Peer",0,1
"1355","Cagla Buyukakcay","Sorana Cirstea",0,1
"1356","Camila Giorgi","Camila Osorio",0,1
"1357","Camila Giorgi","Caroline Wozniacki",1,0
"1358","Camila Giorgi","Christina Mchale",1,0
"1359","Camila Giorgi","Clara Burel",1,0
"1360","Camila Giorgi","Clara Tauson",0,1
"1361","Camila Giorgi","Cori Gauff",1,1
"1362","Camila Giorgi","Danka Kovinic",1,0
"1363","Camila Giorgi","Donna Vekic",0,2
"1364","Camila Giorgi","Elena Gabriela Ruse",0,1
"1365","Camila Giorgi","Elena Vesnina",1,0
"1366","Camila Giorgi","Elina Svitolina",0,1
"1367","Camila Giorgi","Elise Mertens",1,0
"1368","Camila Giorgi","Eugenie Bouchard",0,1
"1369","Camila Giorgi","Giulia Gatto Monticone",1,0
"1370","Camila Giorgi","Iga Swiatek",0,1
"1371","Camila Giorgi","Jana Cepelova",1,0
"1372","Camila Giorgi","Jennifer Brady",1,0
"1373","Camila Giorgi","Jessica Pegula",1,1
"1374","Camila Giorgi","Jil Teichmann",1,0
"1375","Camila Giorgi","Julia Goerges",1,0
"1376","Camila Giorgi","Karolina Muchova",0,1
"1377","Camila Giorgi","Karolina Pliskova",3,0
"1378","Camila Giorgi","Kirsten Flipkens",0,1
"1379","Camila Giorgi","Laura Robson",0,1
"1380","Camila Giorgi","Lauren Davis",0,1
"1381","Camila Giorgi","Liudmila Samsonova",0,1
"1382","Camila Giorgi","Mandy Minella",1,0
"1383","Camila Giorgi","Marion Bartoli",1,1
"1384","Camila Giorgi","Nadia Podoroska",1,0
"1385","Camila Giorgi","Nina Stojanovic",1,0
"1386","Camila Giorgi","Petra Kvitova",1,0
"1387","Camila Giorgi","Petra Martic",1,0
"1388","Camila Giorgi","Roberta Vinci",0,1
"1389","Camila Giorgi","Samantha Murray",1,0
"1390","Camila Giorgi","Sara Sorribes Tormo",0,1
"1391","Camila Giorgi","Serena Williams",0,1
"1392","Camila Giorgi","Shelby Rogers",1,0
"1393","Camila Giorgi","Shuai Peng",0,1
"1394","Camila Giorgi","Simona Halep",0,1
"1395","Camila Giorgi","Sofia Kenin",0,1
"1396","Camila Giorgi","Sorana Cirstea",1,0
"1397","Camila Giorgi","Su Wei Hsieh",1,0
"1398","Camila Giorgi","Ulrikke Eikeri",1,0
"1399","Camila Giorgi","Varvara Gracheva",0,1
"1400","Camila Giorgi","Viktoria Kuzmova",1,0
"1401","Camila Giorgi","Yaroslava Shvedova",1,0
"1402","Camila Giorgi","Zarina Diyas",0,1
"1403","Camila Osorio","Christina Mchale",1,0
"1404","Camila Osorio","Clara Tauson",1,0
"1405","Camila Osorio","Ekaterina Alexandrova",1,0
"1406","Camila Osorio","Elina Svitolina",1,0
"1407","Camila Osorio","Harmony Tan",1,0
"1408","Camila Osorio","Ivana Jorovic",1,0
"1409","Camila Osorio","Kaja Juvan",0,1
"1410","Camila Osorio","Kamilla Rakhimova",1,0
"1411","Camila Osorio","Katie Boulter",0,1
"1412","Camila Osorio","Magda Linette",1,0
"1413","Camila Osorio","Mayar Sherif",1,0
"1414","Camila Osorio","Ons Jabeur",0,1
"1415","Camila Osorio","Sachia Vickery",1,0
"1416","Camila Osorio","Saisai Zheng",1,0
"1417","Camila Osorio","Shuai Zhang",1,0
"1418","Camila Osorio","Stefanie Voegele",1,0
"1419","Camila Osorio","Tamara Zidansek",1,0
"1420","Camila Osorio","Tereza Martincova",1,1
"1421","Camila Osorio","Viktorija Golubic",0,2
"1422","Carina Witthoeft","Irina Camelia Begu",0,1
"1423","Carina Witthoeft","Kimiko Date Krumm",0,1
"1424","Carla Suarez Navarro","Caroline Wozniacki",1,0
"1425","Carla Suarez Navarro","Coco Vandeweghe",1,0
"1426","Carla Suarez Navarro","Danielle Collins",0,1
"1427","Carla Suarez Navarro","Elina Svitolina",1,0
"1428","Carla Suarez Navarro","Eugenie Bouchard",1,0
"1429","Carla Suarez Navarro","Francesca Schiavone",1,0
"1430","Carla Suarez Navarro","Jamie Hampton",2,0
"1431","Carla Suarez Navarro","Jelena Jankovic",0,1
"1432","Carla Suarez Navarro","Jie Zheng",1,0
"1433","Carla Suarez Navarro","Johanna Larsson",1,0
"1434","Carla Suarez Navarro","Kaia Kanepi",1,1
"1435","Carla Suarez Navarro","Karolina Pliskova",0,1
"1436","Carla Suarez Navarro","Kate Makarova",0,1
"1437","Carla Suarez Navarro","Kirsten Flipkens",1,0
"1438","Carla Suarez Navarro","Klara Koukalova",1,0
"1439","Carla Suarez Navarro","Kristina Mladenovic",1,0
"1440","Carla Suarez Navarro","Kristyna Pliskova",1,0
"1441","Carla Suarez Navarro","Lauren Davis",2,0
"1442","Carla Suarez Navarro","Lourdes Dominguez Lino",2,0
"1443","Carla Suarez Navarro","Madison Keys",0,1
"1444","Carla Suarez Navarro","Maria Sharapova",0,1
"1445","Carla Suarez Navarro","Marina Erakovic",1,1
"1446","Carla Suarez Navarro","Mathilde Johansson",1,0
"1447","Carla Suarez Navarro","Mirjana Lucic",1,0
"1448","Carla Suarez Navarro","Misaki Doi",1,0
"1449","Carla Suarez Navarro","Monica Niculescu",1,0
"1450","Carla Suarez Navarro","Monica Puig",2,0
"1451","Carla Suarez Navarro","Nadia Petrova",1,0
"1452","Carla Suarez Navarro","Olga Govortsova",0,1
"1453","Carla Suarez Navarro","Ons Jabeur",1,0
"1454","Carla Suarez Navarro","Petra Kvitova",0,2
"1455","Carla Suarez Navarro","Roberta Vinci",1,1
"1456","Carla Suarez Navarro","Romina Oprandi",1,0
"1457","Carla Suarez Navarro","Sachie Ishizu",1,0
"1458","Carla Suarez Navarro","Samantha Stosur",1,1
"1459","Carla Suarez Navarro","Sara Errani",1,3
"1460","Carla Suarez Navarro","Serena Williams",0,2
